date,close,adjclose
2016-06-13,8.869999885559082,4.57982063293457
2016-06-14,8.430000305175781,4.352636337280273
2016-06-15,8.220000267028809,4.244207859039307
2016-06-16,8.0600004196167,4.161595821380615
2016-06-17,8.170000076293945,4.218392372131348
2016-06-20,8.34000015258789,4.3061676025390625
2016-06-21,8.149999618530273,4.208065509796143
2016-06-22,8.050000190734863,4.156432628631592
2016-06-23,8.4399995803833,4.357799530029297
2016-06-24,7.980000019073486,4.120290279388428
2016-06-27,7.539999961853027,3.893105983734131
2016-06-28,7.960000038146973,4.1099629402160645
2016-06-29,8.100000381469727,4.182250022888184
2016-06-30,7.869999885559082,4.063493728637695
2016-07-01,7.869999885559082,4.063493728637695
2016-07-05,7.539999961853027,3.893105983734131
2016-07-06,7.570000171661377,3.9085962772369385
2016-07-07,7.260000228881836,3.7485344409942627
2016-07-08,7.53000020980835,3.887942314147949
2016-07-11,7.78000020980835,4.017024517059326
2016-07-12,7.869999885559082,4.063493728637695
2016-07-13,7.710000038146973,3.9808807373046875
2016-07-14,7.829999923706055,4.042840480804443
2016-07-15,7.849999904632568,4.05316686630249
2016-07-18,7.900000095367432,4.078982830047607
2016-07-19,7.809999942779541,4.032513618469238
2016-07-20,8.130000114440918,4.1977386474609375
2016-07-21,8.279999732971191,4.275187015533447
2016-07-22,8.180000305175781,4.223555088043213
2016-07-25,8.069999694824219,4.166759014129639
2016-07-26,8.140000343322754,4.202902317047119
2016-07-27,8.029999732971191,4.146106243133545
2016-07-28,7.849999904632568,4.05316686630249
2016-07-29,7.940000057220459,4.099636554718018
2016-08-01,7.679999828338623,3.9653913974761963
2016-08-02,7.420000076293945,3.831146240234375
2016-08-03,7.690000057220459,3.970555067062378
2016-08-04,7.679999828338623,3.9653913974761963
2016-08-05,7.940000057220459,4.099636554718018
2016-08-08,8.15999984741211,4.213229656219482
2016-08-09,8.079999923706055,4.171922206878662
2016-08-10,8.0,4.130616188049316
2016-08-11,8.149999618530273,4.208065509796143
2016-08-12,8.260000228881836,4.264862060546875
2016-08-15,8.460000038146973,4.36812686920166
2016-08-16,8.399999618530273,4.337146759033203
2016-08-17,8.350000381469727,4.311330318450928
2016-08-18,8.350000381469727,4.311330318450928
2016-08-19,8.329999923706055,4.301003456115723
2016-08-22,8.4399995803833,4.357799530029297
2016-08-23,8.760000228881836,4.523025035858154
2016-08-24,8.289999961853027,4.280350685119629
2016-08-25,8.199999809265137,4.233880996704102
2016-08-26,8.25,4.259697437286377
2016-08-29,8.119999885559082,4.192574501037598
2016-08-30,8.119999885559082,4.192574501037598
2016-08-31,7.650000095367432,3.949902296066284
2016-09-01,7.150000095367432,3.6917378902435303
2016-09-02,7.230000019073486,3.733044385910034
2016-09-06,7.550000190734863,3.8982694149017334
2016-09-07,7.579999923706055,3.9137580394744873
2016-09-08,7.389999866485596,3.919062376022339
2016-09-09,7.090000152587891,3.759965658187866
2016-09-12,7.179999828338623,3.807694435119629
2016-09-13,7.03000020980835,3.728147268295288
2016-09-14,6.900000095367432,3.6592061519622803
2016-09-15,6.849999904632568,3.6326892375946045
2016-09-16,7.150000095367432,3.791785955429077
2016-09-19,7.03000020980835,3.728147268295288
2016-09-20,7.099999904632568,3.7652692794799805
2016-09-21,7.309999942779541,3.876636505126953
2016-09-22,7.309999942779541,3.876636505126953
2016-09-23,7.110000133514404,3.7705724239349365
2016-09-26,7.090000152587891,3.759965658187866
2016-09-27,7.050000190734863,3.738753080368042
