date,amount
2023-09-07,0.05
2023-12-06,0.05
2024-04-03,0.05
2024-06-04,0.05
2024-09-03,0.05
2024-11-25,0.05
2025-03-24,0.05
2025-05-29,0.05
2025-08-28,0.05
2025-11-25,0.07
2026-03-23,0.07
2026-05-20,0.07
