date,amount
2016-09-08,0.2
2016-12-13,0.1
2017-03-09,0.15
2017-06-08,0.15
2019-12-10,0.1
2020-03-12,0.4
2020-06-03,0.7
2020-09-10,0.5
2022-09-15,0.15
2023-03-15,1.07
2023-06-15,0.7
2023-09-14,0.8
2023-12-14,0.3
2024-03-14,0.37
2024-06-14,0.62
2024-09-13,0.62
2024-12-11,0.34
2025-03-14,0.2
2025-06-12,0.18
2026-03-12,1.03
2026-06-12,1.55
