date,amount
2020-04-17,0.1
2020-08-26,0.85
2022-08-31,0.58
2022-11-22,1.46
2023-03-24,2.59
2023-05-22,1.46
2023-08-28,1.5
2023-11-21,1.46
2024-04-15,1.36
2024-05-21,1.5
2024-08-28,1.8
2024-11-20,1.2
2025-03-19,0.6
2025-05-21,0.4
2025-08-21,0.4
2025-11-19,0.62
2026-03-11,0.7
2026-05-27,0.7
