date,amount
2024-05-22,0.344
2024-09-03,0.405
2024-12-05,0.379
2024-12-06,0.379
2025-03-06,0.029
2025-03-07,0.029
2025-05-22,0.102
2025-05-23,0.102
2025-09-04,0.121
2025-12-09,0.147
2026-03-05,0.176
2026-03-06,0.176
2026-06-03,0.288
