date,amount
2019-11-29,0.05
2020-02-28,0.05
2021-05-27,0.3
2021-08-20,0.7
2021-12-09,1.25
2022-03-01,2.0
2022-06-02,1.65
2022-08-24,1.65
2022-11-29,1.2
2023-02-27,0.6
2023-06-06,0.35
2023-08-21,0.4
2023-12-04,0.22
2024-03-11,0.45
2024-06-06,0.75
2024-08-27,0.7
2024-12-05,0.6
2025-03-04,0.09
2025-06-06,0.05
2025-08-28,0.05
2025-12-05,0.11
2026-03-09,0.37
2026-06-12,0.5
