date,close,adjclose
2016-06-13,11.899999618530273,11.430867195129395
2016-06-14,11.609999656677246,11.152300834655762
2016-06-15,11.489999771118164,11.037033081054688
2016-06-16,11.3100004196167,10.864127159118652
2016-06-17,11.75,11.286782264709473
2016-06-20,11.529999732971191,11.075453758239746
2016-06-21,10.970000267028809,10.537532806396484
2016-06-22,10.979999542236328,10.547136306762695
2016-06-23,11.079999923706055,10.643195152282715
2016-06-24,10.760000228881836,10.335809707641602
2016-06-27,10.630000114440918,10.21093463897705
2016-06-28,11.420000076293945,10.9697904586792
2016-06-29,11.430000305175781,10.97939682006836
2016-06-30,11.5,11.046639442443848
2016-07-01,11.489999771118164,11.037033081054688
2016-07-05,11.119999885559082,10.681617736816406
2016-07-06,10.9399995803833,10.508713722229004
2016-07-07,10.800000190734863,10.374235153198242
2016-07-08,11.300000190734863,10.854521751403809
2016-07-11,10.960000038146973,10.52792739868164
2016-07-12,11.3100004196167,10.864127159118652
2016-07-13,11.140000343322754,10.700830459594727
2016-07-14,10.800000190734863,10.374235153198242
2016-07-15,10.529999732971191,10.114876747131348
2016-07-18,10.779999732971191,10.355021476745605
2016-07-19,10.479999542236328,10.066847801208496
2016-07-20,10.149999618530273,9.749857902526855
2016-07-21,10.100000381469727,9.701830863952637
2016-07-22,9.829999923706055,9.442473411560059
2016-07-25,9.770000457763672,9.38484001159668
2016-07-26,9.59000015258789,9.211935043334961
2016-07-27,9.710000038146973,9.327204704284668
2016-07-28,9.520000457763672,9.144696235656738
2016-07-29,9.640000343322754,9.259963989257812
2016-08-01,9.600000381469727,9.221539497375488
2016-08-02,9.25,8.88533878326416
2016-08-03,9.329999923706055,8.962186813354492
2016-08-04,9.430000305175781,9.058242797851562
2016-08-05,9.460000038146973,9.087059020996094
2016-08-08,9.579999923706055,9.202326774597168
2016-08-09,8.1899995803833,7.867125988006592
2016-08-10,8.760000228881836,8.414655685424805
2016-08-11,8.829999923706055,8.48189640045166
2016-08-12,8.649999618530273,8.308993339538574
2016-08-15,8.75,8.405051231384277
2016-08-16,8.579999923706055,8.241751670837402
2016-08-17,8.470000267028809,8.136089324951172
2016-08-18,8.569999694824219,8.23214340209961
2016-08-19,8.430000305175781,8.09766674041748
2016-08-22,8.289999961853027,7.963184356689453
2016-08-23,8.319999694824219,7.992002964019775
2016-08-24,8.229999542236328,7.905550003051758
2016-08-25,7.579999923706055,7.281175136566162
2016-08-26,7.300000190734863,7.012213706970215
2016-08-29,7.070000171661377,6.791280269622803
2016-08-30,7.090000152587891,6.810492992401123
2016-08-31,7.039999961853027,6.7624640464782715
2016-09-01,6.909999847412109,6.637588024139404
2016-09-02,6.820000171661377,6.5511369705200195
2016-09-06,6.550000190734863,6.291779518127441
2016-09-07,6.889999866485596,6.618376731872559
2016-09-08,7.019999980926514,6.743251323699951
2016-09-09,6.75,6.483896255493164
2016-09-12,6.789999961853027,6.522319316864014
2016-09-13,6.760000228881836,6.493501663208008
2016-09-14,6.590000152587891,6.330204010009766
2016-09-15,6.639999866485596,6.378231525421143
2016-09-16,6.909999847412109,6.637588024139404
2016-09-19,7.159999847412109,6.877731800079346
2016-09-20,6.849999904632568,6.579952716827393
2016-09-21,6.989999771118164,6.714434623718262
2016-09-22,7.320000171661377,7.0314249992370605
2016-09-23,7.599999904632568,7.300386428833008
2016-09-26,7.199999809265137,6.9161553382873535
2016-09-27,7.099999904632568,6.82009744644165
2016-09-28,7.190000057220459,6.906548976898193
2016-09-29,7.0,6.7240400314331055
2016-09-30,7.190000057220459,6.906548976898193
2016-10-03,7.21999979019165,6.935367584228516
2016-10-04,7.119999885559082,6.8393096923828125
2016-10-05,7.460000038146973,7.165905475616455
2016-10-06,7.559999942779541,7.261963367462158
2016-10-07,7.25,6.964184761047363
2016-10-10,7.369999885559082,7.079453468322754
2016-10-11,7.25,6.964184761047363
2016-10-12,7.190000057220459,6.906548976898193
2016-10-13,7.150000095367432,6.868127822875977
2016-10-14,7.179999828338623,6.896944046020508
2016-10-17,6.849999904632568,6.579952716827393
2016-10-18,7.0,6.7240400314331055
2016-10-19,7.050000190734863,6.772069454193115
2016-10-20,7.050000190734863,6.772069454193115
2016-10-21,7.599999904632568,7.300386428833008
2016-10-24,7.300000190734863,7.012213706970215
2016-10-25,7.349999904632568,7.06024169921875
2016-10-26,7.349999904632568,7.06024169921875
2016-10-27,7.75,7.4444732666015625
2016-10-28,7.650000095367432,7.348415851593018
2016-10-31,7.599999904632568,7.300386428833008
2016-11-01,7.849999904632568,7.540530681610107
2016-11-02,7.099999904632568,6.82009744644165
2016-11-03,7.050000190734863,6.772069454193115
2016-11-04,6.900000095367432,6.627982139587402
2016-11-07,6.849999904632568,6.579952716827393
2016-11-08,7.25,6.964184761047363
2016-11-09,7.800000190734863,7.492501735687256
2016-11-10,8.149999618530273,7.8287034034729
2016-11-11,8.100000381469727,7.780675411224365
2016-11-14,8.25,7.924762725830078
2016-11-15,8.600000381469727,8.260964393615723
2016-11-16,8.399999618530273,8.06884765625
2016-11-17,8.100000381469727,7.780675411224365
2016-11-18,8.350000381469727,8.020818710327148
2016-11-21,8.25,7.924762725830078
2016-11-22,8.399999618530273,8.06884765625
2016-11-23,8.449999809265137,8.116876602172852
2016-11-25,8.300000190734863,7.972789764404297
2016-11-28,8.25,7.924762725830078
2016-11-29,8.149999618530273,7.8287034034729
2016-11-30,8.100000381469727,7.780675411224365
2016-12-01,9.199999809265137,8.837308883666992
2016-12-02,8.800000190734863,8.453080177307129
2016-12-05,9.199999809265137,8.837308883666992
2016-12-06,9.300000190734863,8.933367729187012
2016-12-07,9.75,9.36562728881836
2016-12-08,9.949999809265137,9.557741165161133
2016-12-09,10.25,9.845914840698242
2016-12-12,9.899999618530273,9.509713172912598
2016-12-13,9.800000190734863,9.413657188415527
2016-12-14,9.600000381469727,9.221539497375488
2016-12-15,9.600000381469727,9.221539497375488
2016-12-16,9.75,9.36562728881836
2016-12-19,9.649999618530273,9.26956844329834
2016-12-20,9.699999809265137,9.317599296569824
2016-12-21,10.0,9.6057710647583
2016-12-22,9.449999809265137,9.077455520629883
2016-12-23,9.350000381469727,8.981395721435547
2016-12-27,9.399999618530273,9.029424667358398
2016-12-28,9.449999809265137,9.077455520629883
2016-12-29,9.149999618530273,8.789280891418457
2016-12-30,9.300000190734863,8.933367729187012
2017-01-03,9.449999809265137,9.077455520629883
2017-01-04,9.649999618530273,9.26956844329834
2017-01-05,9.449999809265137,9.077455520629883
2017-01-06,9.449999809265137,9.077455520629883
2017-01-09,10.300000190734863,9.893945693969727
2017-01-10,10.25,9.845914840698242
2017-01-11,10.699999809265137,10.278175354003906
2017-01-12,10.699999809265137,10.278175354003906
2017-01-13,11.050000190734863,10.614376068115234
2017-01-17,10.899999618530273,10.470292091369629
2017-01-18,11.100000381469727,10.662406921386719
2017-01-19,11.399999618530273,10.950579643249512
2017-01-20,11.600000381469727,11.142695426940918
2017-01-23,11.5,11.046639442443848
2017-01-24,11.550000190734863,11.0946683883667
2017-01-25,11.800000190734863,11.334809303283691
2017-01-26,11.649999618530273,11.190722465515137
2017-01-27,11.600000381469727,11.142695426940918
2017-01-30,11.5,11.046639442443848
2017-01-31,11.550000190734863,11.0946683883667
2017-02-01,11.800000190734863,11.334809303283691
2017-02-02,11.649999618530273,11.190722465515137
2017-02-03,11.699999809265137,11.238752365112305
2017-02-06,11.800000190734863,11.334809303283691
2017-02-07,11.300000190734863,10.854521751403809
2017-02-08,11.100000381469727,10.662406921386719
2017-02-09,11.0,10.566349029541016
2017-02-10,11.399999618530273,10.950579643249512
2017-02-13,11.149999618530273,10.710436820983887
2017-02-14,11.449999809265137,10.998608589172363
2017-02-15,11.300000190734863,10.854521751403809
2017-02-16,11.0,10.566349029541016
2017-02-17,11.0,10.566349029541016
2017-02-21,11.199999809265137,10.758464813232422
2017-02-22,10.899999618530273,10.470292091369629
2017-02-23,10.899999618530273,10.470292091369629
2017-02-24,10.699999809265137,10.278175354003906
2017-02-27,10.649999618530273,10.230146408081055
2017-02-28,10.699999809265137,10.278175354003906
2017-03-01,11.0,10.566349029541016
2017-03-02,14.0,13.448080062866211
2017-03-03,14.199999809265137,13.6401948928833
2017-03-06,13.5,12.967792510986328
2017-03-07,13.5,12.967792510986328
2017-03-08,13.399999618530273,12.871734619140625
2017-03-09,13.649999618530273,13.11187744140625
2017-03-10,13.149999618530273,12.631589889526367
2017-03-13,13.050000190734863,12.535531997680664
2017-03-14,12.800000190734863,12.295387268066406
2017-03-15,13.100000381469727,12.583559036254883
2017-03-16,13.100000381469727,12.583559036254883
2017-03-17,13.149999618530273,12.631589889526367
2017-03-20,13.0,12.487503051757812
2017-03-21,12.5,12.007213592529297
