report_date,ticker,display_name,currency,price,pnav,fwd_pe
2024-08-22,AWILCO,Awilco LNG,kr,7.9,0.75,14.2
2024-08-22,BWLP,BW LPG,kr,162.5,1.02,7.2
2024-08-22,DHT,DHT Holdings,$,11.1,0.93,5.0
2024-08-22,DIS,d'Amico International,€,6.3,0.64,7.5
2024-08-22,ECO,Okeanis Eco Tankers,kr,318.0,1.08,4.4
2024-08-22,FLNG,Flex LNG,kr,283.0,0.86,11.2
2024-08-22,FRO,Frontline,$,24.5,1.21,5.4
2024-08-22,GLNG,Golar LNG,$,32.9,0.99,16.0
2024-08-22,HAFN,Hafnia Ltd.,kr,80.6,0.9,5.2
2024-08-22,HSHP,Himalaya Shipping,$,7.4,0.75,4.4
2024-08-22,INSW,International Seaways,$,50.2,0.68,5.0
2024-08-22,LPG,Dorian LPG,$,37.2,0.99,6.9
2024-08-22,ODFB,Odfjell SE,kr,156.4,0.69,3.7
2024-08-22,SBLK,Star Bulk Carriers,$,21.4,0.68,5.9
2024-08-22,SNI,Stolt-Nielsen,kr,410.0,0.72,4.7
2024-08-22,STNG,Scorpio Tankers,$,70.8,0.73,5.7
2024-08-22,TNK,Teekay Tankers,$,55.4,0.71,3.9
2024-08-22,TRMD,TORM,kr,256.0,1.07,5.7
2024-08-23,AWILCO,Awilco LNG,kr,7.5,0.71,13.4
2024-08-23,BWLP,BW LPG,kr,163.3,1.01,6.8
2024-08-23,DHT,DHT Holdings,$,10.8,0.91,4.9
2024-08-23,DIS,d'Amico International,€,6.2,0.64,7.4
2024-08-23,ECO,Okeanis Eco Tankers,kr,320.0,1.08,4.4
2024-08-23,FLNG,Flex LNG,kr,283.0,0.85,11.1
2024-08-23,FRO,Frontline,$,23.9,1.2,6.0
2024-08-23,GLNG,Golar LNG,$,32.3,0.97,15.8
2024-08-23,HAFN,Hafnia Ltd.,kr,80.7,0.89,5.2
2024-08-23,HSHP,Himalaya Shipping,$,7.5,0.76,4.4
2024-08-23,INSW,International Seaways,$,50.0,0.68,4.9
2024-08-23,LPG,Dorian LPG,$,37.0,0.99,6.9
2024-08-23,ODFB,Odfjell SE,kr,153.6,0.68,3.6
2024-08-23,SBLK,Star Bulk Carriers,$,21.2,0.68,5.8
2024-08-23,SNI,Stolt-Nielsen,kr,411.0,0.72,4.7
2024-08-23,STNG,Scorpio Tankers,$,70.5,0.73,5.7
2024-08-23,TNK,Teekay Tankers,$,54.8,0.7,3.8
2024-08-23,TRMD,TORM,kr,254.0,1.06,5.6
2024-08-26,AWILCO,Awilco LNG,kr,7.8,0.74,14.0
2024-08-26,BWLP,BW LPG,kr,174.0,1.09,7.1
2024-08-26,DHT,DHT Holdings,$,10.7,0.89,4.8
2024-08-26,DIS,d'Amico International,€,6.3,0.64,7.2
2024-08-26,ECO,Okeanis Eco Tankers,kr,319.0,1.08,4.4
2024-08-26,FLNG,Flex LNG,kr,285.0,0.86,11.3
2024-08-26,FRO,Frontline,$,24.0,1.21,6.0
2024-08-26,GLNG,Golar LNG,$,32.8,0.99,16.1
2024-08-26,HAFN,Hafnia Ltd.,kr,83.2,0.9,5.4
2024-08-26,HSHP,Himalaya Shipping,$,7.6,0.76,4.5
2024-08-26,INSW,International Seaways,$,50.9,0.69,5.0
2024-08-26,LPG,Dorian LPG,$,38.3,1.02,6.8
2024-08-26,ODFB,Odfjell SE,kr,156.0,0.69,3.7
2024-08-26,SBLK,Star Bulk Carriers,$,21.2,0.67,5.8
2024-08-26,SNI,Stolt-Nielsen,kr,413.0,0.73,4.7
2024-08-26,STNG,Scorpio Tankers,$,70.5,0.71,5.7
2024-08-26,TNK,Teekay Tankers,$,55.7,0.71,3.9
2024-08-26,TRMD,TORM,kr,255.0,1.07,5.7
2024-08-27,AWILCO,Awilco LNG,kr,7.7,0.73,13.8
2024-08-27,BWLP,BW LPG,kr,169.5,1.06,6.9
2024-08-27,DHT,DHT Holdings,$,10.8,0.9,4.9
2024-08-27,DIS,d'Amico International,€,6.3,0.63,7.3
2024-08-27,ECO,Okeanis Eco Tankers,kr,327.0,1.11,4.5
2024-08-27,FLNG,Flex LNG,kr,290.0,0.88,11.4
2024-08-27,FRO,Frontline,$,24.2,1.2,5.9
2024-08-27,GLNG,Golar LNG,$,33.0,0.99,16.1
2024-08-27,HAFN,Hafnia Ltd.,kr,84.6,0.91,5.4
2024-08-27,HSHP,Himalaya Shipping,$,7.7,0.77,4.7
2024-08-27,INSW,International Seaways,$,51.1,0.7,5.1
2024-08-27,LPG,Dorian LPG,$,38.5,1.03,6.8
2024-08-27,ODFB,Odfjell SE,kr,144.8,0.68,3.4
2024-08-27,SBLK,Star Bulk Carriers,$,21.6,0.69,5.9
2024-08-27,SNI,Stolt-Nielsen,kr,414.0,0.73,4.7
2024-08-27,STNG,Scorpio Tankers,$,71.1,0.72,5.8
2024-08-27,TNK,Teekay Tankers,$,55.9,0.71,3.9
2024-08-27,TRMD,TORM,kr,258.0,1.08,5.7
2024-08-29,AWILCO,Awilco LNG,kr,7.6,0.72,13.7
2024-08-29,BWLP,BW LPG,kr,161.0,1.01,6.6
2024-08-29,DHT,DHT Holdings,$,10.6,0.88,4.8
2024-08-29,DIS,d'Amico International,€,6.1,0.6,7.0
2024-08-29,ECO,Okeanis Eco Tankers,kr,317.0,1.08,4.4
2024-08-29,FLNG,Flex LNG,kr,280.0,0.85,11.1
2024-08-29,FRO,Frontline,$,23.3,1.16,5.8
2024-08-29,GLNG,Golar LNG,$,32.7,0.98,16.0
2024-08-29,HAFN,Hafnia Ltd.,kr,82.4,0.89,5.5
2024-08-29,HSHP,Himalaya Shipping,$,7.5,0.76,4.6
2024-08-29,INSW,International Seaways,$,50.6,0.69,5.0
2024-08-29,LPG,Dorian LPG,$,37.5,1.0,6.6
2024-08-29,ODFB,Odfjell SE,kr,143.2,0.67,3.3
2024-08-29,SBLK,Star Bulk Carriers,$,20.6,0.65,5.7
2024-08-29,SNI,Stolt-Nielsen,kr,407.0,0.72,4.7
2024-08-29,STNG,Scorpio Tankers,$,70.4,0.71,5.7
2024-08-29,TNK,Teekay Tankers,$,55.5,0.71,4.4
2024-08-29,TRMD,TORM,kr,235.0,1.02,5.2
2024-08-30,AWILCO,Awilco LNG,kr,7.8,0.74,14.0
2024-08-30,BWLP,BW LPG,kr,161.1,1.01,6.6
2024-08-30,DHT,DHT Holdings,$,10.6,0.89,4.8
2024-08-30,DIS,d'Amico International,€,6.2,0.62,7.1
2024-08-30,ECO,Okeanis Eco Tankers,kr,318.0,1.08,4.4
2024-08-30,FLNG,Flex LNG,kr,277.0,0.84,11.0
2024-08-30,FRO,Frontline,$,23.3,1.15,5.8
2024-08-30,GLNG,Golar LNG,$,33.0,0.99,16.1
2024-08-30,HAFN,Hafnia Ltd.,kr,82.2,0.88,5.4
2024-08-30,HSHP,Himalaya Shipping,$,7.8,0.78,4.8
2024-08-30,INSW,International Seaways,$,50.7,0.69,5.0
2024-08-30,LPG,Dorian LPG,$,38.3,1.02,6.7
2024-08-30,ODFB,Odfjell SE,kr,146.8,0.68,3.4
2024-08-30,SBLK,Star Bulk Carriers,$,21.3,0.68,5.9
2024-08-30,SNI,Stolt-Nielsen,kr,410.0,0.72,4.7
2024-08-30,STNG,Scorpio Tankers,$,70.6,0.71,6.1
2024-08-30,TNK,Teekay Tankers,$,55.5,0.71,4.4
2024-08-30,TRMD,TORM,kr,241.0,1.04,5.3
2024-09-02,AWILCO,Awilco LNG,kr,7.9,0.74,14.0
2024-09-02,BWLP,BW LPG,kr,166.5,1.03,6.7
2024-09-02,DHT,DHT Holdings,$,10.8,0.91,4.9
2024-09-02,DIS,d'Amico International,€,6.3,0.63,7.3
2024-09-02,ECO,Okeanis Eco Tankers,kr,332.0,1.12,4.5
2024-09-02,FLNG,Flex LNG,kr,283.0,0.85,11.1
2024-09-02,FRO,Frontline,$,24.1,1.16,5.4
2024-09-02,GLNG,Golar LNG,$,33.3,1.0,16.3
2024-09-02,HAFN,Hafnia Ltd.,kr,86.0,0.92,5.6
2024-09-02,HSHP,Himalaya Shipping,$,7.7,0.77,4.7
2024-09-02,INSW,International Seaways,$,51.8,0.71,5.1
2024-09-02,LPG,Dorian LPG,$,39.0,1.04,6.9
2024-09-02,ODFB,Odfjell SE,kr,148.8,0.69,3.4
2024-09-02,SBLK,Star Bulk Carriers,$,21.4,0.68,5.9
2024-09-02,SNI,Stolt-Nielsen,kr,423.0,0.74,4.8
2024-09-02,STNG,Scorpio Tankers,$,71.5,0.72,6.2
2024-09-02,TNK,Teekay Tankers,$,56.9,0.73,4.5
2024-09-02,TRMD,TORM,kr,247.0,1.06,5.6
2024-09-03,AWILCO,Awilco LNG,kr,7.4,0.71,17.3
2024-09-03,BWLP,BW LPG,kr,162.1,1.01,6.5
2024-09-03,DHT,DHT Holdings,$,10.8,0.91,4.9
2024-09-03,DIS,d'Amico International,€,6.2,0.62,7.1
2024-09-03,ECO,Okeanis Eco Tankers,kr,319.0,1.08,4.3
2024-09-03,FLNG,Flex LNG,kr,277.0,0.83,10.8
2024-09-03,FRO,Frontline,$,24.1,1.12,5.5
2024-09-03,GLNG,Golar LNG,$,33.3,1.0,16.3
2024-09-03,HAFN,Hafnia Ltd.,kr,79.5,0.81,5.2
2024-09-03,HSHP,Himalaya Shipping,$,7.7,0.76,4.7
2024-09-03,INSW,International Seaways,$,51.8,0.71,5.1
2024-09-03,LPG,Dorian LPG,$,39.0,1.04,6.9
2024-09-03,ODFB,Odfjell SE,kr,146.2,0.68,3.4
2024-09-03,SBLK,Star Bulk Carriers,$,21.4,0.69,5.9
2024-09-03,SNI,Stolt-Nielsen,kr,412.0,0.72,4.7
2024-09-03,STNG,Scorpio Tankers,$,71.5,0.72,6.2
2024-09-03,TNK,Teekay Tankers,$,56.9,0.73,4.5
2024-09-03,TRMD,TORM,kr,237.0,1.02,5.3
2024-09-04,AWILCO,Awilco LNG,kr,7.2,0.68,16.7
2024-09-04,BWLP,BW LPG,kr,159.9,0.98,6.4
2024-09-04,DHT,DHT Holdings,$,10.4,0.87,4.7
2024-09-04,DIS,d'Amico International,€,6.0,0.6,6.9
2024-09-04,ECO,Okeanis Eco Tankers,kr,320.0,1.07,4.3
2024-09-04,FLNG,Flex LNG,kr,276.0,0.82,10.7
2024-09-04,FRO,Frontline,$,23.0,1.09,5.3
2024-09-04,GLNG,Golar LNG,$,32.0,0.96,15.7
2024-09-04,HAFN,Hafnia Ltd.,kr,78.0,0.79,5.0
2024-09-04,HSHP,Himalaya Shipping,$,7.3,0.76,4.5
2024-09-04,INSW,International Seaways,$,49.9,0.68,4.9
2024-09-04,LPG,Dorian LPG,$,37.5,1.0,6.6
2024-09-04,ODFB,Odfjell SE,kr,140.4,0.65,3.2
2024-09-04,SBLK,Star Bulk Carriers,$,20.6,0.66,5.7
2024-09-04,SNI,Stolt-Nielsen,kr,403.0,0.71,4.5
2024-09-04,STNG,Scorpio Tankers,$,68.0,0.69,5.9
2024-09-04,TNK,Teekay Tankers,$,54.3,0.69,4.3
2024-09-04,TRMD,TORM,kr,232.0,1.0,5.2
2024-09-05,AWILCO,Awilco LNG,kr,7.2,0.69,16.8
2024-09-05,BWLP,BW LPG,kr,160.5,1.0,6.4
2024-09-05,DHT,DHT Holdings,$,10.3,0.86,4.7
2024-09-05,DIS,d'Amico International,€,6.0,0.6,6.9
2024-09-05,ECO,Okeanis Eco Tankers,kr,321.0,1.08,4.4
2024-09-05,FLNG,Flex LNG,kr,277.0,0.83,10.8
2024-09-05,FRO,Frontline,$,22.2,1.08,5.1
2024-09-05,GLNG,Golar LNG,$,32.0,0.96,15.6
2024-09-05,HAFN,Hafnia Ltd.,kr,76.7,0.78,5.0
2024-09-05,HSHP,Himalaya Shipping,$,7.4,0.75,4.5
2024-09-05,INSW,International Seaways,$,49.8,0.68,4.9
2024-09-05,LPG,Dorian LPG,$,36.1,0.96,6.4
2024-09-05,ODFB,Odfjell SE,kr,142.0,0.66,3.3
2024-09-05,SBLK,Star Bulk Carriers,$,20.6,0.66,5.8
2024-09-05,SNI,Stolt-Nielsen,kr,393.0,0.69,4.4
2024-09-05,STNG,Scorpio Tankers,$,68.5,0.69,5.9
2024-09-05,TNK,Teekay Tankers,$,53.7,0.69,4.3
2024-09-05,TRMD,TORM,kr,232.0,1.0,5.2
2024-09-06,AWILCO,Awilco LNG,kr,7.1,0.68,16.6
2024-09-06,BWLP,BW LPG,kr,157.2,0.97,6.3
2024-09-06,DHT,DHT Holdings,$,10.4,0.87,4.7
2024-09-06,DIS,d'Amico International,€,5.9,0.58,6.8
2024-09-06,ECO,Okeanis Eco Tankers,kr,318.0,1.07,4.3
2024-09-06,FLNG,Flex LNG,kr,274.0,0.82,10.7
2024-09-06,FRO,Frontline,$,22.3,1.07,5.1
2024-09-06,GLNG,Golar LNG,$,32.0,0.96,15.7
2024-09-06,HAFN,Hafnia Ltd.,kr,75.7,0.77,4.9
2024-09-06,HSHP,Himalaya Shipping,$,7.2,0.74,4.4
2024-09-06,INSW,International Seaways,$,49.6,0.68,4.9
2024-09-06,LPG,Dorian LPG,$,35.7,0.95,6.3
2024-09-06,ODFB,Odfjell SE,kr,135.4,0.63,3.1
2024-09-06,SBLK,Star Bulk Carriers,$,20.7,0.66,5.8
2024-09-06,SNI,Stolt-Nielsen,kr,387.0,0.68,4.4
2024-09-06,STNG,Scorpio Tankers,$,68.3,0.69,5.9
2024-09-06,TNK,Teekay Tankers,$,53.7,0.69,4.3
2024-09-06,TRMD,TORM,kr,225.0,0.97,5.1
2024-09-09,AWILCO,Awilco LNG,kr,7.0,0.67,16.2
2024-09-09,BWLP,BW LPG,kr,158.2,0.98,6.3
2024-09-09,DHT,DHT Holdings,$,10.5,0.88,4.8
2024-09-09,DIS,d'Amico International,€,5.8,0.58,6.7
2024-09-09,ECO,Okeanis Eco Tankers,kr,321.0,1.08,4.4
2024-09-09,FLNG,Flex LNG,kr,271.0,0.81,10.5
2024-09-09,FRO,Frontline,$,22.2,1.08,5.1
2024-09-09,GLNG,Golar LNG,$,31.2,0.93,15.2
2024-09-09,HAFN,Hafnia Ltd.,kr,75.9,0.77,4.9
2024-09-09,HSHP,Himalaya Shipping,$,7.3,0.75,4.5
2024-09-09,INSW,International Seaways,$,49.9,0.68,4.9
2024-09-09,LPG,Dorian LPG,$,35.9,0.96,6.3
2024-09-09,ODFB,Odfjell SE,kr,133.8,0.62,3.0
2024-09-09,SBLK,Star Bulk Carriers,$,19.9,0.64,5.6
2024-09-09,SNI,Stolt-Nielsen,kr,391.0,0.69,4.4
2024-09-09,STNG,Scorpio Tankers,$,67.7,0.68,5.9
2024-09-09,TNK,Teekay Tankers,$,53.4,0.68,4.3
2024-09-09,TRMD,TORM,kr,223.0,0.97,5.0
2024-09-10,AWILCO,Awilco LNG,kr,6.7,0.63,15.6
2024-09-10,BWLP,BW LPG,kr,153.2,0.97,6.0
2024-09-10,DHT,DHT Holdings,$,10.3,0.86,5.0
2024-09-10,DIS,d'Amico International,€,5.9,0.58,6.7
2024-09-10,ECO,Okeanis Eco Tankers,kr,324.0,1.07,4.4
2024-09-10,FLNG,Flex LNG,kr,273.0,0.8,10.4
2024-09-10,FRO,Frontline,$,22.2,1.04,5.3
2024-09-10,GLNG,Golar LNG,$,31.1,0.93,15.2
2024-09-10,HAFN,Hafnia Ltd.,kr,74.8,0.75,5.3
2024-09-10,HSHP,Himalaya Shipping,$,7.2,0.74,4.5
2024-09-10,INSW,International Seaways,$,49.4,0.67,5.2
2024-09-10,LPG,Dorian LPG,$,35.6,0.95,6.3
2024-09-10,ODFB,Odfjell SE,kr,137.2,0.64,3.1
2024-09-10,SBLK,Star Bulk Carriers,$,20.5,0.66,5.7
2024-09-10,SNI,Stolt-Nielsen,kr,388.0,0.68,4.3
2024-09-10,STNG,Scorpio Tankers,$,68.5,0.69,6.1
2024-09-10,TNK,Teekay Tankers,$,54.0,0.69,4.3
2024-09-10,TRMD,TORM,kr,222.0,0.95,5.2
2024-09-13,AWILCO,Awilco LNG,kr,6.7,0.64,15.6
2024-09-13,BWLP,BW LPG,kr,156.7,0.99,6.2
2024-09-13,DHT,DHT Holdings,$,10.9,0.93,5.3
2024-09-13,DIS,d'Amico International,€,5.9,0.58,6.8
2024-09-13,ECO,Okeanis Eco Tankers,kr,342.0,1.13,4.7
2024-09-13,FLNG,Flex LNG,kr,279.0,0.82,10.8
2024-09-13,FRO,Frontline,$,22.8,1.09,5.5
2024-09-13,GLNG,Golar LNG,$,31.4,0.94,15.3
2024-09-13,HAFN,Hafnia Ltd.,kr,76.9,0.77,5.5
2024-09-13,HSHP,Himalaya Shipping,$,7.4,0.76,4.6
2024-09-13,INSW,International Seaways,$,49.1,0.67,5.1
2024-09-13,LPG,Dorian LPG,$,34.6,0.92,6.1
2024-09-13,ODFB,Odfjell SE,kr,139.0,0.65,3.2
2024-09-13,SBLK,Star Bulk Carriers,$,20.7,0.66,5.8
2024-09-13,SNI,Stolt-Nielsen,kr,390.0,0.69,4.4
2024-09-13,STNG,Scorpio Tankers,$,67.6,0.71,6.1
2024-09-13,TNK,Teekay Tankers,$,55.1,0.71,4.4
2024-09-13,TRMD,TORM,kr,230.0,0.99,5.4
2024-09-16,AWILCO,Awilco LNG,kr,6.9,0.66,16.1
2024-09-16,BWLP,BW LPG,kr,152.8,0.98,6.1
2024-09-16,DHT,DHT Holdings,$,11.0,0.94,5.6
2024-09-16,DIS,d'Amico International,€,5.9,0.59,6.8
2024-09-16,ECO,Okeanis Eco Tankers,kr,341.0,1.15,4.7
2024-09-16,FLNG,Flex LNG,kr,279.0,0.83,11.0
2024-09-16,FRO,Frontline,$,22.4,1.1,5.9
2024-09-16,GLNG,Golar LNG,$,31.9,0.96,15.7
2024-09-16,HAFN,Hafnia Ltd.,kr,77.7,0.79,5.7
2024-09-16,HSHP,Himalaya Shipping,$,7.7,0.77,4.7
2024-09-16,INSW,International Seaways,$,49.3,0.68,5.2
2024-09-16,LPG,Dorian LPG,$,34.5,0.92,6.1
2024-09-16,ODFB,Odfjell SE,kr,142.2,0.65,3.3
2024-09-16,SBLK,Star Bulk Carriers,$,20.8,0.67,5.8
2024-09-16,SNI,Stolt-Nielsen,kr,394.0,0.69,4.4
2024-09-16,STNG,Scorpio Tankers,$,68.0,0.71,6.1
2024-09-16,TNK,Teekay Tankers,$,55.1,0.71,4.4
2024-09-16,TRMD,TORM,kr,231.0,0.99,5.6
2024-09-17,AWILCO,Awilco LNG,kr,6.9,0.67,16.3
2024-09-17,BWLP,BW LPG,kr,154.6,1.0,6.2
2024-09-17,DHT,DHT Holdings,$,11.2,0.95,5.7
2024-09-17,DIS,d'Amico International,€,6.0,0.6,7.1
2024-09-17,ECO,Okeanis Eco Tankers,kr,351.0,1.18,5.2
2024-09-17,FLNG,Flex LNG,kr,282.0,0.84,11.1
2024-09-17,FRO,Frontline,$,23.2,1.15,6.2
2024-09-17,GLNG,Golar LNG,$,32.4,0.97,15.9
2024-09-17,HAFN,Hafnia Ltd.,kr,79.1,0.8,5.9
2024-09-17,HSHP,Himalaya Shipping,$,7.9,0.79,4.9
2024-09-17,INSW,International Seaways,$,50.6,0.7,5.3
2024-09-17,LPG,Dorian LPG,$,35.1,0.94,6.2
2024-09-17,ODFB,Odfjell SE,kr,144.8,0.66,3.4
2024-09-17,SBLK,Star Bulk Carriers,$,21.2,0.71,5.9
2024-09-17,SNI,Stolt-Nielsen,kr,392.0,0.69,4.4
2024-09-17,STNG,Scorpio Tankers,$,68.7,0.72,6.2
2024-09-17,TNK,Teekay Tankers,$,56.2,0.72,4.5
2024-09-17,TRMD,TORM,kr,234.0,1.01,5.6
2024-09-19,AWILCO,Awilco LNG,kr,7.3,0.71,17.3
2024-09-19,BWLP,BW LPG,kr,156.6,1.01,6.3
2024-09-19,DHT,DHT Holdings,$,11.2,0.96,5.7
2024-09-19,DIS,d'Amico International,€,6.2,0.61,7.3
2024-09-19,ECO,Okeanis Eco Tankers,kr,354.0,1.2,5.2
2024-09-19,FLNG,Flex LNG,kr,283.0,0.85,11.2
2024-09-19,FRO,Frontline,$,23.1,1.16,5.7
2024-09-19,GLNG,Golar LNG,$,32.6,0.98,16.0
2024-09-19,HAFN,Hafnia Ltd.,kr,81.3,0.83,6.0
2024-09-19,HSHP,Himalaya Shipping,$,8.0,0.82,4.9
2024-09-19,INSW,International Seaways,$,50.6,0.7,5.3
2024-09-19,LPG,Dorian LPG,$,35.2,0.94,6.2
2024-09-19,ODFB,Odfjell SE,kr,149.0,0.68,3.5
2024-09-19,SBLK,Star Bulk Carriers,$,21.0,0.71,5.9
2024-09-19,SNI,Stolt-Nielsen,kr,399.0,0.71,4.6
2024-09-19,STNG,Scorpio Tankers,$,69.5,0.73,6.2
2024-09-19,TNK,Teekay Tankers,$,55.8,0.72,4.5
2024-09-19,TRMD,TORM,kr,245.0,1.06,5.8
2024-09-20,AWILCO,Awilco LNG,kr,7.5,0.73,17.7
2024-09-20,BWLP,BW LPG,kr,153.5,1.0,6.2
2024-09-20,DHT,DHT Holdings,$,11.3,0.97,5.7
2024-09-20,DIS,d'Amico International,€,6.1,0.61,7.2
2024-09-20,ECO,Okeanis Eco Tankers,kr,356.0,1.21,5.3
2024-09-20,FLNG,Flex LNG,kr,283.0,0.85,11.2
2024-09-20,FRO,Frontline,$,23.9,1.19,6.1
2024-09-20,GLNG,Golar LNG,$,34.4,1.03,16.9
2024-09-20,HAFN,Hafnia Ltd.,kr,81.5,0.83,6.1
2024-09-20,HSHP,Himalaya Shipping,$,8.5,0.84,5.2
2024-09-20,INSW,International Seaways,$,51.8,0.72,5.4
2024-09-20,LPG,Dorian LPG,$,35.4,0.94,6.2
2024-09-20,ODFB,Odfjell SE,kr,150.0,0.68,3.6
2024-09-20,SBLK,Star Bulk Carriers,$,21.8,0.73,6.1
2024-09-20,SNI,Stolt-Nielsen,kr,400.0,0.71,4.6
2024-09-20,STNG,Scorpio Tankers,$,70.5,0.73,6.3
2024-09-20,TNK,Teekay Tankers,$,57.1,0.73,4.6
2024-09-20,TRMD,TORM,kr,245.0,1.06,5.8
2024-09-23,AWILCO,Awilco LNG,kr,7.5,0.73,17.9
2024-09-23,BWLP,BW LPG,kr,148.2,0.96,5.2
2024-09-23,DHT,DHT Holdings,$,10.8,0.92,5.7
2024-09-23,DIS,d'Amico International,€,6.0,0.6,7.0
2024-09-23,ECO,Okeanis Eco Tankers,kr,344.0,1.17,5.1
2024-09-23,FLNG,Flex LNG,kr,279.0,0.84,11.1
2024-09-23,FRO,Frontline,$,22.3,1.12,5.5
2024-09-23,GLNG,Golar LNG,$,34.1,1.02,16.8
2024-09-23,HAFN,Hafnia Ltd.,kr,77.1,0.79,5.7
2024-09-23,HSHP,Himalaya Shipping,$,8.2,0.84,5.1
2024-09-23,INSW,International Seaways,$,50.2,0.7,5.3
2024-09-23,LPG,Dorian LPG,$,34.6,0.92,6.1
2024-09-23,ODFB,Odfjell SE,kr,146.0,0.66,3.5
2024-09-23,SBLK,Star Bulk Carriers,$,21.6,0.72,6.1
2024-09-23,SNI,Stolt-Nielsen,kr,394.0,0.7,4.6
2024-09-23,STNG,Scorpio Tankers,$,68.3,0.71,6.1
2024-09-23,TNK,Teekay Tankers,$,55.8,0.72,4.5
2024-09-23,TRMD,TORM,kr,235.0,1.02,5.5
2024-09-24,AWILCO,Awilco LNG,kr,7.7,0.76,18.4
2024-09-24,BWLP,BW LPG,kr,149.8,0.98,5.3
2024-09-24,DHT,DHT Holdings,$,10.8,0.92,5.6
2024-09-24,DIS,d'Amico International,€,6.0,0.61,7.0
2024-09-24,ECO,Okeanis Eco Tankers,kr,345.0,1.19,5.1
2024-09-24,FLNG,Flex LNG,kr,277.0,0.84,11.0
2024-09-24,FRO,Frontline,$,22.4,1.14,5.5
2024-09-24,GLNG,Golar LNG,$,34.5,1.04,17.0
2024-09-24,HAFN,Hafnia Ltd.,kr,77.0,0.79,5.7
2024-09-24,HSHP,Himalaya Shipping,$,8.3,0.84,5.1
2024-09-24,INSW,International Seaways,$,50.7,0.72,5.4
2024-09-24,LPG,Dorian LPG,$,34.4,0.92,6.1
2024-09-24,ODFB,Odfjell SE,kr,145.0,0.66,3.5
2024-09-24,SBLK,Star Bulk Carriers,$,21.7,0.73,6.1
2024-09-24,SNI,Stolt-Nielsen,kr,391.0,0.7,4.5
2024-09-24,STNG,Scorpio Tankers,$,69.7,0.71,6.3
2024-09-24,TNK,Teekay Tankers,$,56.1,0.74,4.5
2024-09-24,TRMD,TORM,kr,234.0,1.04,5.5
2024-09-25,AWILCO,Awilco LNG,kr,7.3,0.72,17.6
2024-09-25,BWLP,BW LPG,kr,151.8,1.0,5.4
2024-09-25,DHT,DHT Holdings,$,11.0,0.94,5.8
2024-09-25,DIS,d'Amico International,€,6.0,0.61,7.0
2024-09-25,ECO,Okeanis Eco Tankers,kr,346.0,1.2,5.2
2024-09-25,FLNG,Flex LNG,kr,276.0,0.84,11.1
2024-09-25,FRO,Frontline,$,22.7,1.14,5.6
2024-09-25,GLNG,Golar LNG,$,35.7,1.07,17.5
2024-09-25,HAFN,Hafnia Ltd.,kr,78.0,0.81,5.8
2024-09-25,HSHP,Himalaya Shipping,$,8.5,0.86,5.3
2024-09-25,INSW,International Seaways,$,51.7,0.73,5.5
2024-09-25,LPG,Dorian LPG,$,34.9,0.93,6.2
2024-09-25,ODFB,Odfjell SE,kr,143.2,0.65,3.5
2024-09-25,SBLK,Star Bulk Carriers,$,22.7,0.76,6.4
2024-09-25,SNI,Stolt-Nielsen,kr,390.0,0.7,4.6
2024-09-25,STNG,Scorpio Tankers,$,71.0,0.72,6.4
2024-09-25,TNK,Teekay Tankers,$,57.4,0.76,4.6
2024-09-25,TRMD,TORM,kr,235.0,1.05,5.6
2024-09-26,AWILCO,Awilco LNG,kr,7.3,0.72,17.1
2024-09-26,BWLP,BW LPG,kr,151.1,1.0,5.3
2024-09-26,DHT,DHT Holdings,$,10.6,0.94,5.5
2024-09-26,DIS,d'Amico International,€,5.9,0.6,7.0
2024-09-26,ECO,Okeanis Eco Tankers,kr,341.0,1.2,5.1
2024-09-26,FLNG,Flex LNG,kr,273.0,0.84,10.8
2024-09-26,FRO,Frontline,$,21.5,1.14,5.6
2024-09-26,GLNG,Golar LNG,$,34.9,1.07,17.1
2024-09-26,HAFN,Hafnia Ltd.,kr,76.0,0.81,5.6
2024-09-26,HSHP,Himalaya Shipping,$,8.4,0.86,5.2
2024-09-26,INSW,International Seaways,$,50.6,0.73,5.4
2024-09-26,LPG,Dorian LPG,$,33.1,0.93,5.7
2024-09-26,ODFB,Odfjell SE,kr,144.2,0.65,3.4
2024-09-26,SBLK,Star Bulk Carriers,$,22.8,0.77,6.4
2024-09-26,SNI,Stolt-Nielsen,kr,387.0,0.7,4.5
2024-09-26,STNG,Scorpio Tankers,$,69.5,0.72,6.2
2024-09-26,TNK,Teekay Tankers,$,56.3,0.76,4.5
2024-09-26,TRMD,TORM,kr,233.0,1.05,5.5
2024-09-30,AWILCO,Awilco LNG,kr,7.1,0.7,17.0
2024-09-30,BWLP,BW LPG,kr,151.0,0.99,5.3
2024-09-30,DHT,DHT Holdings,$,11.1,0.94,5.8
2024-09-30,DIS,d'Amico International,€,5.8,0.6,6.9
2024-09-30,ECO,Okeanis Eco Tankers,kr,345.0,1.19,5.1
2024-09-30,FLNG,Flex LNG,kr,275.0,0.83,11.0
2024-09-30,FRO,Frontline,$,22.8,1.15,6.1
2024-09-30,GLNG,Golar LNG,$,37.5,1.13,18.4
2024-09-30,HAFN,Hafnia Ltd.,kr,75.4,0.78,5.6
2024-09-30,HSHP,Himalaya Shipping,$,8.6,0.87,5.3
2024-09-30,INSW,International Seaways,$,51.8,0.73,5.5
