report_date,ticker,display_name,currency,price,pnav,fwd_pe
2024-11-29,TRMD,TORM,kr,149.0,0.74,4.2
2024-12-03,AWILCO,Awilco LNG,kr,4.2,0.58,18.7
2024-12-03,BWLP,BW LPG,kr,135.0,0.7,5.9
2024-12-03,DHT,DHT Holdings,$,9.4,0.9,5.3
2024-12-03,DIS,d'Amico International,€,4.0,0.42,5.2
2024-12-03,ECO,Okeanis Eco Tankers,kr,243.0,0.89,4.1
2024-12-03,FLNG,Flex LNG,kr,264.0,0.88,10.8
2024-12-03,FRO,Frontline,$,15.7,0.93,5.2
2024-12-03,GLNG,Golar LNG,$,39.7,0.95,23.1
2024-12-03,HAFN,Hafnia Ltd.,kr,61.6,0.73,4.9
2024-12-03,HSHP,Himalaya Shipping,$,5.5,0.62,4.0
2024-12-03,INSW,International Seaways,$,38.3,0.64,5.0
2024-12-03,LPG,Dorian LPG,$,24.4,0.7,5.7
2024-12-03,ODFB,Odfjell SE,kr,106.0,0.52,3.0
2024-12-03,SBLK,Star Bulk Carriers,$,17.0,0.62,5.5
2024-12-03,SNI,Stolt-Nielsen,kr,271.0,0.4,3.5
2024-12-03,STNG,Scorpio Tankers,$,50.2,0.6,5.3
2024-12-03,TNK,Teekay Tankers,$,39.9,0.59,3.6
2024-12-03,TRMD,TORM,kr,146.0,0.79,4.1
2024-12-06,AWILCO,Awilco LNG,kr,4.1,0.59,18.6
2024-12-06,BWLP,BW LPG,kr,127.7,0.67,5.8
2024-12-06,DHT,DHT Holdings,$,9.6,0.92,5.8
2024-12-06,DIS,d'Amico International,€,4.1,0.44,5.4
2024-12-06,ECO,Okeanis Eco Tankers,kr,239.0,0.89,4.1
2024-12-06,FLNG,Flex LNG,kr,259.0,0.88,10.8
2024-12-06,FRO,Frontline,$,15.8,0.93,5.3
2024-12-06,GLNG,Golar LNG,$,42.3,0.97,24.6
2024-12-06,HAFN,Hafnia Ltd.,kr,58.6,0.76,4.7
2024-12-06,HSHP,Himalaya Shipping,$,5.6,0.61,4.0
2024-12-06,INSW,International Seaways,$,37.6,0.62,4.9
2024-12-06,LPG,Dorian LPG,$,23.4,0.67,5.5
2024-12-06,ODFB,Odfjell SE,kr,111.8,0.55,3.2
2024-12-06,SBLK,Star Bulk Carriers,$,16.5,0.61,5.3
2024-12-06,SNI,Stolt-Nielsen,kr,288.0,0.41,3.8
2024-12-06,STNG,Scorpio Tankers,$,49.6,0.6,5.2
2024-12-06,TNK,Teekay Tankers,$,39.8,0.59,3.6
2024-12-06,TRMD,TORM,kr,143.0,0.77,4.0
2024-12-09,AWILCO,Awilco LNG,kr,4.2,0.58,18.6
2024-12-09,BWLP,BW LPG,kr,126.6,0.65,5.7
2024-12-09,DHT,DHT Holdings,$,9.4,0.9,5.7
2024-12-09,DIS,d'Amico International,€,4.1,0.43,5.3
2024-12-09,ECO,Okeanis Eco Tankers,kr,239.0,0.86,4.0
2024-12-09,FLNG,Flex LNG,kr,243.0,0.81,10.0
2024-12-09,FRO,Frontline,$,15.3,0.88,5.3
2024-12-09,GLNG,Golar LNG,$,42.5,1.02,24.7
2024-12-09,HAFN,Hafnia Ltd.,kr,58.6,0.7,4.6
2024-12-09,HSHP,Himalaya Shipping,$,5.4,0.59,3.9
2024-12-09,INSW,International Seaways,$,37.1,0.6,4.9
2024-12-09,LPG,Dorian LPG,$,22.7,0.65,5.3
2024-12-09,ODFB,Odfjell SE,kr,110.2,0.54,3.1
2024-12-09,SBLK,Star Bulk Carriers,$,16.0,0.58,5.1
2024-12-09,SNI,Stolt-Nielsen,kr,292.0,0.43,3.8
2024-12-09,STNG,Scorpio Tankers,$,48.8,0.58,5.1
2024-12-09,TNK,Teekay Tankers,$,38.8,0.57,3.5
2024-12-09,TRMD,TORM,kr,139.0,0.74,3.9
2024-12-10,AWILCO,Awilco LNG,kr,4.0,0.56,18.0
2024-12-10,BWLP,BW LPG,kr,126.7,0.67,5.8
2024-12-10,DHT,DHT Holdings,$,9.5,0.9,5.8
2024-12-10,DIS,d'Amico International,€,4.1,0.45,5.4
2024-12-10,ECO,Okeanis Eco Tankers,kr,237.0,0.86,4.0
2024-12-10,FLNG,Flex LNG,kr,247.0,0.82,10.3
2024-12-10,FRO,Frontline,$,15.2,0.88,5.2
2024-12-10,GLNG,Golar LNG,$,42.1,1.01,24.5
2024-12-10,HAFN,Hafnia Ltd.,kr,58.6,0.71,4.6
2024-12-10,HSHP,Himalaya Shipping,$,5.5,0.6,4.0
2024-12-10,INSW,International Seaways,$,37.5,0.61,4.9
2024-12-10,LPG,Dorian LPG,$,23.2,0.67,5.4
2024-12-10,ODFB,Odfjell SE,kr,108.8,0.53,3.1
2024-12-10,SBLK,Star Bulk Carriers,$,16.3,0.59,5.2
2024-12-10,SNI,Stolt-Nielsen,kr,290.0,0.43,3.8
2024-12-10,STNG,Scorpio Tankers,$,48.9,0.59,5.1
2024-12-10,TNK,Teekay Tankers,$,39.2,0.58,3.6
2024-12-10,TRMD,TORM,kr,140.0,0.74,3.9
2024-12-11,AWILCO,Awilco LNG,kr,4.2,0.58,18.8
2024-12-11,BWLP,BW LPG,kr,129.0,0.69,5.8
2024-12-11,DHT,DHT Holdings,$,9.4,0.9,5.7
2024-12-11,DIS,d'Amico International,€,4.1,0.44,5.3
2024-12-11,ECO,Okeanis Eco Tankers,kr,236.0,0.86,4.0
2024-12-11,FLNG,Flex LNG,kr,253.0,0.84,10.4
2024-12-11,FRO,Frontline,$,14.8,0.85,5.1
2024-12-11,GLNG,Golar LNG,$,42.7,1.03,24.8
2024-12-11,HAFN,Hafnia Ltd.,kr,60.8,0.7,4.8
2024-12-11,HSHP,Himalaya Shipping,$,5.4,0.58,3.9
2024-12-11,INSW,International Seaways,$,37.2,0.61,4.9
2024-12-11,LPG,Dorian LPG,$,24.1,0.69,5.7
2024-12-11,ODFB,Odfjell SE,kr,108.6,0.53,3.0
2024-12-11,SBLK,Star Bulk Carriers,$,16.1,0.59,5.2
2024-12-11,SNI,Stolt-Nielsen,kr,286.0,0.42,3.7
2024-12-11,STNG,Scorpio Tankers,$,49.0,0.59,5.2
2024-12-11,TNK,Teekay Tankers,$,39.3,0.58,3.6
2024-12-11,TRMD,TORM,kr,141.0,0.76,3.9
2024-12-12,AWILCO,Awilco LNG,kr,4.1,0.57,18.6
2024-12-12,BWLP,BW LPG,kr,126.0,0.7,5.7
2024-12-12,DHT,DHT Holdings,$,9.1,0.86,6.0
2024-12-12,DIS,d'Amico International,€,4.2,0.44,5.4
2024-12-12,ECO,Okeanis Eco Tankers,kr,225.0,0.82,3.8
2024-12-12,FLNG,Flex LNG,kr,249.0,0.83,10.3
2024-12-12,FRO,Frontline,$,14.2,0.83,5.1
2024-12-12,GLNG,Golar LNG,$,43.5,1.05,25.3
2024-12-12,HAFN,Hafnia Ltd.,kr,60.1,0.69,4.8
2024-12-12,HSHP,Himalaya Shipping,$,5.2,0.56,3.8
2024-12-12,INSW,International Seaways,$,36.1,0.59,4.8
2024-12-12,LPG,Dorian LPG,$,24.3,0.7,5.7
2024-12-12,ODFB,Odfjell SE,kr,107.8,0.53,3.0
2024-12-12,SBLK,Star Bulk Carriers,$,15.5,0.57,5.0
2024-12-12,SNI,Stolt-Nielsen,kr,285.0,0.42,3.7
2024-12-12,STNG,Scorpio Tankers,$,47.9,0.58,5.0
2024-12-12,TNK,Teekay Tankers,$,38.5,0.57,3.5
2024-12-12,TRMD,TORM,kr,139.0,0.75,3.9
2024-12-13,AWILCO,Awilco LNG,kr,4.0,0.57,18.0
2024-12-13,BWLP,BW LPG,kr,124.8,0.69,5.6
2024-12-13,DHT,DHT Holdings,$,8.9,0.84,5.9
2024-12-13,DIS,d'Amico International,€,4.1,0.44,5.3
2024-12-13,ECO,Okeanis Eco Tankers,kr,217.0,0.79,3.7
2024-12-13,FLNG,Flex LNG,kr,246.0,0.82,10.3
2024-12-13,FRO,Frontline,$,13.7,0.8,4.7
2024-12-13,GLNG,Golar LNG,$,43.6,1.05,25.3
2024-12-13,HAFN,Hafnia Ltd.,kr,59.5,0.69,4.7
2024-12-13,HSHP,Himalaya Shipping,$,5.1,0.55,3.7
2024-12-13,INSW,International Seaways,$,35.9,0.59,4.7
2024-12-13,LPG,Dorian LPG,$,24.0,0.69,5.6
2024-12-13,ODFB,Odfjell SE,kr,106.6,0.52,3.0
2024-12-13,SBLK,Star Bulk Carriers,$,15.5,0.56,5.0
2024-12-13,SNI,Stolt-Nielsen,kr,289.0,0.43,3.7
2024-12-13,STNG,Scorpio Tankers,$,47.2,0.57,5.1
2024-12-13,TNK,Teekay Tankers,$,38.1,0.56,3.5
2024-12-13,TRMD,TORM,kr,135.0,0.73,3.8
2024-12-16,AWILCO,Awilco LNG,kr,4.0,0.57,
2024-12-16,BWLP,BW LPG,kr,120.5,0.69,5.4
2024-12-16,DHT,DHT Holdings,$,9.1,0.86,6.0
2024-12-16,DIS,d'Amico International,€,4.0,0.43,5.2
2024-12-16,ECO,Okeanis Eco Tankers,kr,222.0,0.8,3.7
2024-12-16,FLNG,Flex LNG,kr,248.0,0.82,10.4
2024-12-16,FRO,Frontline,$,14.2,0.8,4.9
2024-12-16,GLNG,Golar LNG,$,43.5,1.05,25.3
2024-12-16,HAFN,Hafnia Ltd.,kr,59.9,0.68,4.7
2024-12-16,HSHP,Himalaya Shipping,$,5.1,0.56,3.7
2024-12-16,INSW,International Seaways,$,35.0,0.58,4.6
2024-12-16,LPG,Dorian LPG,$,23.9,0.69,5.6
2024-12-16,ODFB,Odfjell SE,kr,107.2,0.53,3.0
2024-12-16,SBLK,Star Bulk Carriers,$,15.2,0.55,4.9
2024-12-16,SNI,Stolt-Nielsen,kr,289.0,0.43,3.7
2024-12-16,STNG,Scorpio Tankers,$,48.3,0.58,5.2
2024-12-16,TNK,Teekay Tankers,$,38.1,0.56,3.6
2024-12-16,TRMD,TORM,kr,135.0,0.73,3.8
2024-12-17,AWILCO,Awilco LNG,kr,4.0,0.57,
2024-12-17,BWLP,BW LPG,kr,119.7,0.67,5.4
2024-12-17,DHT,DHT Holdings,$,8.9,0.86,6.1
2024-12-17,DIS,d'Amico International,€,4.0,0.46,5.1
2024-12-17,ECO,Okeanis Eco Tankers,kr,217.0,0.81,3.7
2024-12-17,FLNG,Flex LNG,kr,238.0,0.79,10.1
2024-12-17,FRO,Frontline,$,13.8,0.83,4.9
2024-12-17,GLNG,Golar LNG,$,42.7,1.03,24.8
2024-12-17,HAFN,Hafnia Ltd.,kr,59.3,0.76,4.8
2024-12-17,HSHP,Himalaya Shipping,$,4.9,0.55,3.6
2024-12-17,INSW,International Seaways,$,34.0,0.59,4.7
2024-12-17,LPG,Dorian LPG,$,23.4,0.67,5.9
2024-12-17,ODFB,Odfjell SE,kr,107.2,0.53,3.0
2024-12-17,SBLK,Star Bulk Carriers,$,15.0,0.55,5.1
2024-12-17,SNI,Stolt-Nielsen,kr,290.0,0.43,3.7
2024-12-17,STNG,Scorpio Tankers,$,47.5,0.6,5.1
2024-12-17,TNK,Teekay Tankers,$,37.2,0.57,3.7
2024-12-17,TRMD,TORM,kr,133.0,0.72,3.8
2024-12-18,AWILCO,Awilco LNG,kr,3.8,0.54,
2024-12-18,BWLP,BW LPG,kr,113.7,0.66,5.1
2024-12-18,DHT,DHT Holdings,$,9.0,0.86,6.1
2024-12-18,DIS,d'Amico International,€,3.9,0.45,5.0
2024-12-18,ECO,Okeanis Eco Tankers,kr,212.0,0.79,3.6
2024-12-18,FLNG,Flex LNG,kr,237.0,0.78,10.0
2024-12-18,FRO,Frontline,$,13.8,0.81,4.9
2024-12-18,GLNG,Golar LNG,$,42.2,1.01,24.5
2024-12-18,HAFN,Hafnia Ltd.,kr,56.9,0.72,4.6
2024-12-18,HSHP,Himalaya Shipping,$,4.9,0.53,3.5
2024-12-18,INSW,International Seaways,$,33.3,0.58,4.6
2024-12-18,LPG,Dorian LPG,$,22.9,0.66,5.8
2024-12-18,ODFB,Odfjell SE,kr,103.6,0.51,2.9
2024-12-18,SBLK,Star Bulk Carriers,$,14.9,0.55,5.1
2024-12-18,SNI,Stolt-Nielsen,kr,273.0,0.4,3.5
2024-12-18,STNG,Scorpio Tankers,$,47.2,0.6,5.1
2024-12-18,TNK,Teekay Tankers,$,37.8,0.58,3.8
2024-12-18,TRMD,TORM,kr,130.0,0.7,3.7
2024-12-20,AWILCO,Awilco LNG,kr,3.9,0.54,
2024-12-20,BWLP,BW LPG,kr,115.6,0.67,5.1
2024-12-20,DHT,DHT Holdings,$,8.9,0.85,6.0
2024-12-20,DIS,d'Amico International,€,3.9,0.45,5.0
2024-12-20,ECO,Okeanis Eco Tankers,kr,223.0,0.81,3.7
2024-12-20,FLNG,Flex LNG,kr,240.0,0.78,9.9
2024-12-20,FRO,Frontline,$,13.3,0.8,4.7
2024-12-20,GLNG,Golar LNG,$,41.5,1.0,24.1
2024-12-20,HAFN,Hafnia Ltd.,kr,58.1,0.73,4.6
2024-12-20,HSHP,Himalaya Shipping,$,4.7,0.52,3.4
2024-12-20,INSW,International Seaways,$,32.5,0.57,4.5
2024-12-20,LPG,Dorian LPG,$,23.2,0.67,5.8
2024-12-20,ODFB,Odfjell SE,kr,104.4,0.51,2.9
2024-12-20,SBLK,Star Bulk Carriers,$,14.7,0.54,5.0
2024-12-20,SNI,Stolt-Nielsen,kr,275.0,0.4,3.5
2024-12-20,STNG,Scorpio Tankers,$,47.2,0.6,5.1
2024-12-20,TNK,Teekay Tankers,$,37.2,0.57,3.7
2024-12-20,TRMD,TORM,kr,131.0,0.7,3.7
2025-01-03,AWILCO,Awilco LNG,kr,4.6,0.63,
2025-01-03,BWLP,BW LPG,kr,133.7,0.73,6.1
2025-01-03,DHT,DHT Holdings,$,9.6,0.92,6.5
2025-01-03,DIS,d'Amico International,€,4.3,0.49,5.4
2025-01-03,ECO,Okeanis Eco Tankers,kr,249.0,0.91,4.1
2025-01-03,FLNG,Flex LNG,kr,273.0,0.89,11.3
2025-01-03,FRO,Frontline,$,14.7,0.88,5.2
2025-01-03,GLNG,Golar LNG,$,43.8,1.05,25.5
2025-01-03,HAFN,Hafnia Ltd.,kr,64.8,0.81,5.2
2025-01-03,HSHP,Himalaya Shipping,$,5.1,0.58,3.3
2025-01-03,INSW,International Seaways,$,36.3,0.63,5.0
2025-01-03,LPG,Dorian LPG,$,25.4,0.73,6.4
2025-01-03,ODFB,Odfjell SE,kr,121.8,0.6,3.4
2025-01-03,SBLK,Star Bulk Carriers,$,15.5,0.57,5.2
2025-01-03,SNI,Stolt-Nielsen,kr,305.0,0.45,3.9
2025-01-03,STNG,Scorpio Tankers,$,50.0,0.64,5.4
2025-01-03,TNK,Teekay Tankers,$,41.3,0.64,4.1
2025-01-03,TRMD,TORM,kr,150.0,0.8,4.2
2025-01-06,AWILCO,Awilco LNG,kr,4.4,0.62,
2025-01-06,BWLP,BW LPG,kr,134.4,0.74,6.2
2025-01-06,DHT,DHT Holdings,$,9.4,0.9,6.3
2025-01-06,DIS,d'Amico International,€,4.2,0.47,5.3
2025-01-06,ECO,Okeanis Eco Tankers,kr,239.0,0.85,4.0
2025-01-06,FLNG,Flex LNG,kr,277.0,0.9,11.5
2025-01-06,FRO,Frontline,$,14.3,0.86,5.1
2025-01-06,GLNG,Golar LNG,$,43.5,1.05,25.3
2025-01-06,HAFN,Hafnia Ltd.,kr,63.0,0.8,5.0
2025-01-06,HSHP,Himalaya Shipping,$,5.0,0.61,3.3
2025-01-06,INSW,International Seaways,$,35.4,0.62,4.9
2025-01-06,LPG,Dorian LPG,$,24.9,0.74,6.3
2025-01-06,ODFB,Odfjell SE,kr,118.4,0.62,3.3
2025-01-06,SBLK,Star Bulk Carriers,$,15.2,0.56,5.1
2025-01-06,SNI,Stolt-Nielsen,kr,296.0,0.53,3.8
2025-01-06,STNG,Scorpio Tankers,$,48.9,0.62,5.2
2025-01-06,TNK,Teekay Tankers,$,39.9,0.62,4.0
2025-01-06,TRMD,TORM,kr,146.0,0.87,4.1
2025-01-07,AWILCO,Awilco LNG,kr,4.5,0.64,
2025-01-07,BWLP,BW LPG,kr,131.8,0.73,6.1
2025-01-07,DHT,DHT Holdings,$,9.3,0.93,6.3
2025-01-07,DIS,d'Amico International,€,4.1,0.47,5.3
2025-01-07,ECO,Okeanis Eco Tankers,kr,244.0,0.88,4.1
2025-01-07,FLNG,Flex LNG,kr,278.0,0.91,11.7
2025-01-07,FRO,Frontline,$,14.3,0.88,5.1
2025-01-07,GLNG,Golar LNG,$,43.0,1.03,25.0
2025-01-07,HAFN,Hafnia Ltd.,kr,64.0,0.82,5.1
2025-01-07,HSHP,Himalaya Shipping,$,4.8,0.59,3.2
2025-01-07,INSW,International Seaways,$,35.4,0.62,4.9
2025-01-07,LPG,Dorian LPG,$,24.4,0.73,6.2
2025-01-07,ODFB,Odfjell SE,kr,117.6,0.61,3.3
2025-01-07,SBLK,Star Bulk Carriers,$,14.7,0.54,5.0
2025-01-07,SNI,Stolt-Nielsen,kr,293.0,0.52,3.8
2025-01-07,STNG,Scorpio Tankers,$,48.2,0.62,5.2
2025-01-07,TNK,Teekay Tankers,$,39.9,0.62,4.0
2025-01-07,TRMD,TORM,kr,148.0,0.89,4.2
2025-01-08,AWILCO,Awilco LNG,kr,4.6,0.65,
2025-01-08,BWLP,BW LPG,kr,129.9,0.74,6.0
2025-01-08,DHT,DHT Holdings,$,10.0,0.99,6.8
2025-01-08,DIS,d'Amico International,€,4.3,0.48,5.4
2025-01-08,ECO,Okeanis Eco Tankers,kr,251.0,0.9,4.2
2025-01-08,FLNG,Flex LNG,kr,280.0,0.91,11.7
2025-01-08,FRO,Frontline,$,15.9,0.94,5.7
2025-01-08,GLNG,Golar LNG,$,42.0,1.01,24.4
2025-01-08,HAFN,Hafnia Ltd.,kr,63.8,0.81,5.1
2025-01-08,HSHP,Himalaya Shipping,$,4.9,0.59,3.2
2025-01-08,INSW,International Seaways,$,38.4,0.68,5.3
2025-01-08,LPG,Dorian LPG,$,25.0,0.74,6.3
2025-01-08,ODFB,Odfjell SE,kr,118.0,0.62,3.3
2025-01-08,SBLK,Star Bulk Carriers,$,14.8,0.55,5.0
2025-01-08,SNI,Stolt-Nielsen,kr,295.0,0.53,3.8
2025-01-08,STNG,Scorpio Tankers,$,52.9,0.68,5.7
2025-01-08,TNK,Teekay Tankers,$,42.7,0.67,4.2
2025-01-08,TRMD,TORM,kr,152.0,0.91,4.3
2025-01-09,AWILCO,Awilco LNG,kr,4.4,0.62,
2025-01-09,BWLP,BW LPG,kr,128.7,0.74,5.9
2025-01-09,DHT,DHT Holdings,$,10.1,1.02,6.9
2025-01-09,DIS,d'Amico International,€,4.3,0.48,5.4
2025-01-09,ECO,Okeanis Eco Tankers,kr,245.0,0.87,4.2
2025-01-09,FLNG,Flex LNG,kr,278.0,0.9,11.5
2025-01-09,FRO,Frontline,$,15.8,0.93,5.8
2025-01-09,GLNG,Golar LNG,$,41.8,1.01,24.3
2025-01-09,HAFN,Hafnia Ltd.,kr,63.0,0.79,5.0
2025-01-09,HSHP,Himalaya Shipping,$,4.9,0.59,3.2
2025-01-09,INSW,International Seaways,$,38.2,0.67,5.5
2025-01-09,LPG,Dorian LPG,$,24.9,0.74,6.3
2025-01-09,ODFB,Odfjell SE,kr,119.8,0.63,3.3
2025-01-09,SBLK,Star Bulk Carriers,$,14.9,0.55,5.0
2025-01-09,SNI,Stolt-Nielsen,kr,295.0,0.53,3.7
2025-01-09,STNG,Scorpio Tankers,$,52.4,0.67,5.6
2025-01-09,TNK,Teekay Tankers,$,42.1,0.66,4.5
2025-01-09,TRMD,TORM,kr,151.0,0.9,4.3
2025-01-10,AWILCO,Awilco LNG,kr,4.3,0.6,
2025-01-10,BWLP,BW LPG,kr,128.9,0.74,5.9
2025-01-10,DHT,DHT Holdings,$,10.1,1.02,6.9
2025-01-10,DIS,d'Amico International,€,4.2,0.47,5.3
2025-01-10,ECO,Okeanis Eco Tankers,kr,245.0,0.87,4.2
2025-01-10,FLNG,Flex LNG,kr,278.0,0.9,11.5
2025-01-10,FRO,Frontline,$,15.8,0.92,5.8
2025-01-10,GLNG,Golar LNG,$,41.8,1.01,24.3
2025-01-10,HAFN,Hafnia Ltd.,kr,63.0,0.79,5.0
2025-01-10,HSHP,Himalaya Shipping,$,4.9,0.62,3.2
2025-01-10,INSW,International Seaways,$,38.2,0.67,5.5
2025-01-10,LPG,Dorian LPG,$,24.9,0.74,6.3
2025-01-10,ODFB,Odfjell SE,kr,120.6,0.63,3.3
2025-01-10,SBLK,Star Bulk Carriers,$,14.9,0.55,5.0
2025-01-10,SNI,Stolt-Nielsen,kr,290.0,0.52,3.7
2025-01-10,STNG,Scorpio Tankers,$,52.4,0.67,5.6
2025-01-10,TNK,Teekay Tankers,$,42.1,0.66,4.5
2025-01-10,TRMD,TORM,kr,147.0,0.87,4.1
2025-01-13,AWILCO,Awilco LNG,kr,4.4,0.61,
2025-01-13,BWLP,BW LPG,kr,137.7,0.77,6.3
2025-01-13,DHT,DHT Holdings,$,10.7,1.09,7.5
2025-01-13,DIS,d'Amico International,€,4.4,0.49,5.5
2025-01-13,ECO,Okeanis Eco Tankers,kr,271.0,0.96,4.6
2025-01-13,FLNG,Flex LNG,kr,295.0,0.95,12.1
2025-01-13,FRO,Frontline,$,17.2,1.02,6.4
2025-01-13,GLNG,Golar LNG,$,41.4,0.99,24.1
2025-01-13,HAFN,Hafnia Ltd.,kr,67.5,0.85,5.3
2025-01-13,HSHP,Himalaya Shipping,$,5.2,0.63,3.4
2025-01-13,INSW,International Seaways,$,40.7,0.72,5.8
2025-01-13,LPG,Dorian LPG,$,26.0,0.77,6.6
2025-01-13,ODFB,Odfjell SE,kr,124.8,0.65,3.4
2025-01-13,SBLK,Star Bulk Carriers,$,15.3,0.56,5.2
2025-01-13,SNI,Stolt-Nielsen,kr,312.0,0.56,3.9
2025-01-13,STNG,Scorpio Tankers,$,54.9,0.7,5.9
2025-01-13,TNK,Teekay Tankers,$,45.4,0.71,4.9
2025-01-13,TRMD,TORM,kr,162.0,0.96,4.5
2025-01-14,AWILCO,Awilco LNG,kr,4.2,0.58,
2025-01-14,BWLP,BW LPG,kr,140.0,0.79,6.4
2025-01-14,DHT,DHT Holdings,$,11.1,1.12,7.8
2025-01-14,DIS,d'Amico International,€,4.5,0.51,5.7
2025-01-14,ECO,Okeanis Eco Tankers,kr,286.0,1.01,4.9
2025-01-14,FLNG,Flex LNG,kr,293.0,0.94,12.2
2025-01-14,FRO,Frontline,$,18.3,1.08,6.6
2025-01-14,GLNG,Golar LNG,$,41.4,0.99,24.1
2025-01-14,HAFN,Hafnia Ltd.,kr,69.2,0.86,5.5
2025-01-14,HSHP,Himalaya Shipping,$,5.0,0.61,3.3
2025-01-14,INSW,International Seaways,$,41.4,0.73,5.9
2025-01-14,LPG,Dorian LPG,$,26.5,0.79,6.7
2025-01-14,ODFB,Odfjell SE,kr,129.0,0.67,3.5
2025-01-14,SBLK,Star Bulk Carriers,$,15.2,0.56,5.1
2025-01-14,SNI,Stolt-Nielsen,kr,311.0,0.55,3.9
2025-01-14,STNG,Scorpio Tankers,$,56.6,0.72,6.1
2025-01-14,TNK,Teekay Tankers,$,47.2,0.74,5.1
2025-01-14,TRMD,TORM,kr,168.0,0.99,4.7
2025-01-15,AWILCO,Awilco LNG,kr,4.2,0.58,
2025-01-15,BWLP,BW LPG,kr,144.6,0.79,6.6
2025-01-15,DHT,DHT Holdings,$,11.2,1.12,8.5
2025-01-15,DIS,d'Amico International,€,4.4,0.5,5.6
2025-01-15,ECO,Okeanis Eco Tankers,kr,282.0,1.01,5.6
2025-01-15,FLNG,Flex LNG,kr,294.0,0.94,12.2
2025-01-15,FRO,Frontline,$,18.5,1.08,7.4
2025-01-15,GLNG,Golar LNG,$,42.2,0.99,24.5
2025-01-15,HAFN,Hafnia Ltd.,kr,69.2,0.86,5.9
2025-01-15,HSHP,Himalaya Shipping,$,5.2,0.61,4.1
2025-01-15,INSW,International Seaways,$,41.2,0.73,5.9
2025-01-15,LPG,Dorian LPG,$,26.9,0.79,6.8
2025-01-15,ODFB,Odfjell SE,kr,129.6,0.67,3.6
2025-01-15,SBLK,Star Bulk Carriers,$,15.1,0.56,5.1
2025-01-15,SNI,Stolt-Nielsen,kr,308.0,0.55,3.9
2025-01-15,STNG,Scorpio Tankers,$,56.4,0.72,6.1
2025-01-15,TNK,Teekay Tankers,$,47.2,0.74,5.1
2025-01-15,TRMD,TORM,kr,165.0,0.99,5.1
2025-01-16,AWILCO,Awilco LNG,kr,4.6,0.59,
2025-01-16,BWLP,BW LPG,kr,145.2,0.8,6.7
2025-01-16,DHT,DHT Holdings,$,11.4,1.14,8.7
2025-01-16,DIS,d'Amico International,€,4.5,0.51,5.7
2025-01-16,ECO,Okeanis Eco Tankers,kr,283.0,1.01,5.7
2025-01-16,FLNG,Flex LNG,kr,298.0,0.95,12.5
2025-01-16,FRO,Frontline,$,18.7,1.08,7.6
2025-01-16,GLNG,Golar LNG,$,42.2,1.01,24.5
2025-01-16,HAFN,Hafnia Ltd.,kr,67.9,0.87,5.8
2025-01-16,HSHP,Himalaya Shipping,$,5.2,0.63,4.2
2025-01-16,INSW,International Seaways,$,41.6,0.73,6.0
2025-01-16,LPG,Dorian LPG,$,27.0,0.8,6.8
2025-01-16,ODFB,Odfjell SE,kr,127.4,0.68,3.5
2025-01-16,SBLK,Star Bulk Carriers,$,15.2,0.56,5.1
2025-01-16,SNI,Stolt-Nielsen,kr,308.0,0.55,3.9
2025-01-16,STNG,Scorpio Tankers,$,56.5,0.72,6.1
2025-01-16,TNK,Teekay Tankers,$,47.3,0.74,5.1
2025-01-16,TRMD,TORM,kr,161.0,0.98,5.0
2025-01-17,AWILCO,Awilco LNG,kr,4.6,0.65,
2025-01-17,BWLP,BW LPG,kr,145.7,0.76,6.7
2025-01-17,DHT,DHT Holdings,$,10.9,1.11,8.3
2025-01-17,DIS,d'Amico International,€,4.4,0.5,5.6
2025-01-17,ECO,Okeanis Eco Tankers,kr,280.0,1.0,5.6
2025-01-17,FLNG,Flex LNG,kr,296.0,0.96,12.3
2025-01-17,FRO,Frontline,$,17.5,1.08,7.1
2025-01-17,GLNG,Golar LNG,$,41.2,0.99,24.0
2025-01-17,HAFN,Hafnia Ltd.,kr,66.3,0.84,5.7
2025-01-17,HSHP,Himalaya Shipping,$,5.0,0.62,4.0
2025-01-17,INSW,International Seaways,$,39.4,0.69,5.7
2025-01-17,LPG,Dorian LPG,$,25.4,0.76,6.4
2025-01-17,ODFB,Odfjell SE,kr,124.4,0.65,3.4
2025-01-17,SBLK,Star Bulk Carriers,$,14.7,0.55,5.0
2025-01-17,SNI,Stolt-Nielsen,kr,305.0,0.54,3.9
2025-01-17,STNG,Scorpio Tankers,$,54.4,0.7,5.8
2025-01-17,TNK,Teekay Tankers,$,44.6,0.7,4.8
2025-01-17,TRMD,TORM,kr,158.0,0.95,4.9
2025-01-20,AWILCO,Awilco LNG,kr,4.4,0.62,
2025-01-20,BWLP,BW LPG,kr,143.0,0.75,6.6
2025-01-20,DHT,DHT Holdings,$,10.8,1.09,8.2
2025-01-20,DIS,d'Amico International,€,4.3,0.49,5.4
2025-01-20,ECO,Okeanis Eco Tankers,kr,270.0,0.96,5.8
2025-01-20,FLNG,Flex LNG,kr,291.0,0.94,12.1
2025-01-20,FRO,Frontline,$,17.4,1.04,7.0
2025-01-20,GLNG,Golar LNG,$,41.8,1.01,24.3
2025-01-20,HAFN,Hafnia Ltd.,kr,62.7,0.79,5.4
2025-01-20,HSHP,Himalaya Shipping,$,5.0,0.61,4.0
2025-01-20,INSW,International Seaways,$,38.5,0.68,5.6
2025-01-20,LPG,Dorian LPG,$,25.2,0.75,6.4
